lemma,status,emoji,literal,clarity,source,notes
spin,metaphor,🐆,leopard,elo,metaphorical,
operator,metaphor,🇨🇼,curacao,ugara,metaphorical,
dig,metaphor,⛏️,pick,ubugugu,metaphorical,
drag,metaphor,🇸🇿,eswatini,ezawu,metaphorical,
mount,metaphor,👰,veil,evu,metaphorical,
wrap,metaphor,🎁,wrapped-gift,aweru,metaphorical,
anticipate,metaphor,🇩🇬,diego-garcia,udego,metaphorical,
specialize,metaphor,🎥,movie-camera,omuve,metaphorical,
angle,metaphor,🧇,waffle,aweva,metaphorical,
chicken,literal,🐔,chicken,uge,exact,
rival,metaphor,🖲️,trackball,adara,metaphorical,
offense,metaphor,👮,police,obule,metaphorical,
teenager,metaphor,🇿🇼,zimbabwe,uzame,metaphorical,
admire,metaphor,🩱,swimsuit,uzuwumu,metaphorical,
moderate,metaphor,🇦🇽,aland-islands,alanu,metaphorical,
surgery,metaphor,🏥,hospital,ohuza,metaphorical,
musician,metaphor,🇦🇺,australia,azudarula,metaphorical,
significance,metaphor,🫩,tired-eyes,ude,metaphorical,
shower,literal,🚿,shower,ozehowe,exact,
charity,metaphor,😜,wink-tongue,uwo,metaphorical,
cigarette,literal,🚬,cigarette,ugage,exact,
constitute,metaphor,🇨🇵,clipperton-island,ugelo,metaphorical,
consultant,metaphor,🇺🇬,uganda,ugana,metaphorical,
historian,metaphor,🇧🇭,bahrain,abahu,metaphorical,
cousin,metaphor,👪,family,avumo,metaphorical,
keen,metaphor,🇲🇫,st-martin,azudamu,metaphorical,
twin,metaphor,🇦🇲,armenia,aremu,metaphorical,
eastern,metaphor,🌅,sunrise,uzuneru,metaphorical,
adapt,metaphor,🦎,lizard,ula,metaphorical,
sand,metaphor,🇲🇩,moldova,omola,metaphorical,
cap,metaphor,🧢,billed-cap,ubela,metaphorical,
prompt,metaphor,📳,vibrate,uvabe,metaphorical,
charm,metaphor,🇦🇮,anguilla,anugu,metaphorical,
react,metaphor,🤽,water-polo,awedo,metaphorical,
lecture,metaphor,🇧🇾,belarus,ebalu,metaphorical,
venture,metaphor,🥃,whiskey,uweho,metaphorical,
compound,metaphor,🏳️,white-flag,uweha,metaphorical,
mess,metaphor,💩,poop,obo,metaphorical,
preference,metaphor,🇨🇨,cocos-islands,ogoguza,metaphorical,
incentive,metaphor,🥕,carrot,ago,metaphorical,
league,metaphor,💴,yen,oneno,metaphorical,
dialog,metaphor,😒,unamused,una,metaphorical,
cream,metaphor,🍦,ice-cream,ugege,metaphorical,
dismiss,metaphor,🇦🇩,andorra,anoda,metaphorical,
margin,metaphor,😋,yummy,omu,metaphorical,
beneath,metaphor,⬇️,down,odowo,metaphorical,
opponent,metaphor,🥽,goggles,ogego,metaphorical,
resist,metaphor,🇷🇼,rwanda,arawa,metaphorical,
capability,metaphor,🇨🇲,cameroon,agemo,metaphorical,
correspond,metaphor,📧,email,emalu,metaphorical,
stroke,metaphor,🏊,swimming,uzuwu,metaphorical,
dare,metaphor,🦁,lion,ulo,metaphorical,
barrier,metaphor,🇮🇸,iceland,ugela,metaphorical,
rid,metaphor,🇨🇰,cook-islands,ogoguzalo,metaphorical,
divorce,metaphor,🇼🇫,wallis-futuna,awulu,metaphorical,
ruin,metaphor,🥀,wilt,uwulu,metaphorical,
bury,metaphor,📃,page-curl,abegu,metaphorical,
counsel,metaphor,🇪🇦,ceuta-melilla,eguda,metaphorical,
tendency,metaphor,🎐,wind-chime,uwune,metaphorical,
motor,metaphor,🏍️,motorcycle,omodo,metaphorical,
survival,metaphor,🛟,life-ring,ulevu,metaphorical,
counter,metaphor,👡,womans-sandal,owama,metaphorical,
possess,metaphor,🇧🇳,brunei,uberunu,metaphorical,
permission,metaphor,🇳🇦,namibia,anumu,metaphorical,
valley,metaphor,📨,envelope-incoming,enevole,metaphorical,
float,metaphor,🕴️,levitate,elu,metaphorical,
mad,metaphor,🪀,yo-yo,ojo,metaphorical,
electric,metaphor,🇩🇿,algeria,alegu,metaphorical,
evolution,metaphor,🧬,dna,adana,metaphorical,
awareness,literal,🎗️,awareness,aware,exact,
slave,metaphor,🇨🇦,canada,agana,metaphorical,
architecture,metaphor,🇴🇲,oman,omanoma,metaphorical,
ok,literal,👌,ok,ogogo,exact,
journal,metaphor,📓,notebook,onedo,metaphorical,
coal,metaphor,🦧,orangutan,ora,metaphorical,
measurement,metaphor,🪻,hyacinth,oha,metaphorical,
random,metaphor,🎲,game-die,agemu,metaphorical,
depress,metaphor,🌨️,snow,ozono,metaphorical,
illustration,metaphor,🇲🇬,madagascar,amada,metaphorical,
burst,metaphor,🇩🇰,denmark,edane,metaphorical,
privilege,metaphor,🇲🇿,mozambique,omazu,metaphorical,
buyer,metaphor,🛼,roller-skate,orela,metaphorical,
rail,metaphor,🎛️,knobs,ogonobo,metaphorical,
motivate,metaphor,🇮🇴,british-indian-ocean,uburudu,metaphorical,
laboratory,metaphor,👓,glasses,agela,metaphorical,
mortgage,metaphor,🇨🇮,cote-d-ivoire,ogedu,metaphorical,
promotion,metaphor,🇦🇬,antigua-barbuda,anudu,metaphorical,
passion,literal,❤️‍🔥,passion,abu,exact,
fulfill,metaphor,♟️,chess-pawn,egahe,metaphorical,
dust,metaphor,🧹,broom,oboro,metaphorical,
dedicate,metaphor,🇬🇮,gibraltar,ugaba,metaphorical,
skirt,metaphor,🇸🇧,solomon-islands,ozolomu,metaphorical,
province,metaphor,⚫,black,abalaga,metaphorical,
march,metaphor,🇮🇳,india,unuda,metaphorical,
evaluation,metaphor,🇦🇸,american-samoa,ameru,metaphorical,
compromise,metaphor,🇧🇯,benin,ebunenu,metaphorical,
weakness,metaphor,🪫,low-battery,olawe,metaphorical,
announcement,metaphor,🇹🇰,tokelau,odega,metaphorical,
salt,literal,🧂,salt,azalada,exact,
opera,metaphor,🇰🇾,cayman-islands,agoma,metaphorical,
contest,metaphor,🇬🇩,grenada,egara,metaphorical,
brush,metaphor,🖌️,paintbrush,abunu,metaphorical,
embarrass,metaphor,😳,blush,ubulu,metaphorical,
gallery,metaphor,🇱🇾,libya,uloba,metaphorical,
aggressive,metaphor,🇹🇷,turkiye,uduro,metaphorical,
chest,metaphor,🪎,treasure-chest,edaru,metaphorical,
format,metaphor,🇩🇲,dominica,odumu,metaphorical,
embrace,metaphor,🫂,hug,uhugu,metaphorical,
praise,metaphor,👏,clap,agala,metaphorical,
silent,metaphor,🔕,bell-off,ebolelo,metaphorical,
publisher,metaphor,🏴󠁧󠁢󠁥󠁮󠁧󠁿,england,enage,metaphorical,
celebration,metaphor,🥳,party,abo,metaphorical,
golf,literal,⛳,golf,ogolovo,exact,
compensation,metaphor,🇰🇷,south-korea,ozudo,metaphorical,
weigh,metaphor,🇭🇹,haiti,ahudu,metaphorical,
versus,function,,,,denylist,
deficit,metaphor,📉,chart-down,agoha,metaphorical,
flash,metaphor,🇫🇮,finland,uvanu,metaphorical,
equation,metaphor,🇹🇼,taiwan,aduwa,metaphorical,
gesture,metaphor,🇨🇽,christmas-island,ugahura,metaphorical,
entertain,metaphor,🍿,popcorn,obobogo,metaphorical,
fantastic,metaphor,🇧🇦,bosnia-herzegovina,obuza,metaphorical,
assign,metaphor,🇭🇳,honduras,ohuna,metaphorical,
inflation,metaphor,🇦🇿,azerbaijan,azera,metaphorical,
injure,metaphor,🤕,injured,unuje,metaphorical,
remote,metaphor,🛰️,satellite,azedu,metaphorical,
therapy,metaphor,💊,pill,ubululu,metaphorical,
orange,literal,🟠,orange,orane,exact,
twist,metaphor,🥨,pretzel,ebere,metaphorical,
personnel,metaphor,🐪,camel,agema,metaphorical,
imagination,metaphor,😅,nervous-laugh,eno,metaphorical,
disagree,metaphor,🇹🇻,tuvalu,udavu,metaphorical,
throat,metaphor,🧀,cheese,egehe,metaphorical,
insight,metaphor,🇬🇦,gabon,agoba,metaphorical,
tackle,metaphor,🏈,football,ovoda,metaphorical,
exceed,metaphor,🇵🇲,st-pierre-miquelon,uzede,metaphorical,
expenditure,metaphor,🇨🇭,switzerland,uzewa,metaphorical,
joy,metaphor,🇰🇿,kazakhstan,agaza,metaphorical,
pregnant,literal,🫄,pregnant,ebare,exact,
gear,literal,⚙️,gear,egare,exact,
click,metaphor,🖱️,computer-mouse,ogume,metaphorical,
poet,metaphor,🇧🇲,bermuda,ebura,metaphorical,
fortune,metaphor,🥠,fortune-cookie,ovuredo,metaphorical,
ceremony,metaphor,🇿🇦,south-africa,ozuda,metaphorical,
pile,metaphor,🇧🇷,brazil,aburazu,metaphorical,
pig,literal,🐖,pig,ubugubu,exact,
mixture,metaphor,🍸,cocktail,ogagu,metaphorical,
scholar,metaphor,🇳🇵,nepal,enabe,metaphorical,
stake,metaphor,🇲🇺,mauritius,amurudu,metaphorical,
creature,metaphor,🐉,dragon,ado,metaphorical,
partnership,metaphor,🇪🇪,estonia,ezodu,metaphorical,
clause,metaphor,🇧🇼,botswana,obada,metaphorical,
penalty,metaphor,🇰🇲,comoros,ogomo,metaphorical,
chamber,metaphor,🦴,bone,obeno,metaphorical,
fancy,metaphor,🇬🇧,uk,ugugu,metaphorical,
poetry,metaphor,📡,satellite-antenna,azedule,metaphorical,
clothing,metaphor,©️,copyright,ogobu,metaphorical,
sake,literal,🍶,sake,azega,exact,
shelf,metaphor,🇧🇮,burundi,uburunu,metaphorical,
boost,metaphor,🇬🇭,ghana,agahana,metaphorical,
tail,metaphor,🇳🇪,niger,unegu,metaphorical,
possession,metaphor,🇳🇷,nauru,anuru,metaphorical,
abortion,metaphor,🫄,pregnant,ebare,metaphorical,
curious,metaphor,🤔,think,udu,metaphorical,
wooden,metaphor,🪮,hair-pick,ahuru,metaphorical,
boom,literal,💥,boom,obomo,exact,
tale,metaphor,🇬🇫,french-guiana,evuru,metaphorical,
maintenance,metaphor,🗒️,notepad,oneda,metaphorical,
pot,metaphor,🇲🇳,mongolia,omonu,metaphorical,
cow,literal,🐄,cow,ogowogo,exact,
strengthen,metaphor,🇮🇷,iran,uranu,metaphorical,
constraint,metaphor,🇨🇷,costa-rica,ogazu,metaphorical,
fold,metaphor,🇪🇬,egypt,egobe,metaphorical,
undergo,metaphor,🇲🇴,macao-sar-china,amago,metaphorical,
scope,metaphor,🇹🇹,trinidad-tobago,udurano,metaphorical,
pretend,metaphor,🇳🇴,norway,onaro,metaphorical,
diversity,metaphor,🇨🇱,chile,ugehu,metaphorical,
allege,metaphor,🇨🇶,sark,azara,metaphorical,
pride,metaphor,🚳,no-bicycles,onubo,metaphorical,
inquiry,metaphor,🇸🇲,san-marino,azanu,metaphorical,
resign,metaphor,🇪🇹,ethiopia,eduho,metaphorical,
concrete,metaphor,🇵🇳,pitcairn-islands,ubadu,metaphorical,
shell,literal,🐚,shell,ezehe,exact,
damn,metaphor,🤬,cursing,uguruzu,metaphorical,
distinct,metaphor,🌆,dusk,uduzugu,metaphorical,
humor,metaphor,🇰🇼,kuwait,ugawu,metaphorical,
limitation,metaphor,🇹🇱,timor-leste,udome,metaphorical,
indication,metaphor,🧘,meditation,emu,metaphorical,
stability,metaphor,🪘,long-drum,oluno,metaphorical,
neglect,metaphor,🇭🇺,hungary,uha,metaphorical,
jail,metaphor,🪦,headstone,ehadoze,metaphorical,
shelter,metaphor,🇸🇹,sao-tome-principe,azodo,metaphorical,
carbon,metaphor,🇰🇪,kenya,egona,metaphorical,
regulate,metaphor,🇬🇾,guyana,ugona,metaphorical,
cheese,literal,🧀,cheese,egehe,exact,
trigger,metaphor,🔫,water-pistol,aweduro,metaphorical,
pipe,metaphor,🚽,toilet,odule,metaphorical,
destruction,metaphor,🇸🇰,slovakia,ozaluva,metaphorical,
guitar,literal,🎸,guitar,uguda,exact,
flag,metaphor,🚩,triangle-flag,udare,metaphorical,
magic,metaphor,🪄,magic-wand,amuga,metaphorical,
mystery,metaphor,🇲🇰,north-macedonia,ona,metaphorical,
ski,metaphor,🎿,skis,uzuguzu,metaphorical,
whisper,metaphor,🤫,shush,uzu,metaphorical,
rear,metaphor,😍,crush,uguru,metaphorical,
menu,metaphor,🇫🇴,faroe-islands,avore,metaphorical,
species,metaphor,🐾,paw-prints,abuwa,metaphorical,
moon,metaphor,🪾,dead-tree,edade,metaphorical,
bless,metaphor,🍑,peach,ebage,metaphorical,
airline,metaphor,🇬🇺,guam,ugamu,metaphorical,
amendment,metaphor,🇸🇩,sudan,uzadu,metaphorical,
grandmother,metaphor,👵,old-woman,olo,metaphorical,
jury,metaphor,🍛,curry,ugo,metaphorical,
cooperation,metaphor,🇳🇬,nigeria,unegura,metaphorical,
civilian,metaphor,🌪️,tornado,odaro,metaphorical,
composition,metaphor,🎶,music-notes,umuzoge,metaphorical,
coin,literal,🪙,coin,oguno,exact,
scan,metaphor,🩻,x-ray,azora,metaphorical,
bunch,metaphor,🍇,grape,agerabe,metaphorical,
greet,metaphor,🇸🇴,somalia,ozamu,metaphorical,
sanction,metaphor,🐻,bear,ebareba,metaphorical,
trick,metaphor,🃏,joker,oje,metaphorical,
paragraph,metaphor,🇧🇱,st-barthelemy,azedebo,metaphorical,
maker,metaphor,🦾,prosthetic-arm,oberu,metaphorical,
chocolate,literal,🍫,chocolate,ogoha,exact,
stimulate,metaphor,🇸🇮,slovenia,ozelu,metaphorical,
belt,metaphor,🏮,lantern,ale,metaphorical,
potato,literal,🥔,potato,obado,exact,
narrative,metaphor,🇭🇲,heard-mcdonald-islands,eharo,metaphorical,
tissue,metaphor,🧻,paper-roll,abebo,metaphorical,
invent,metaphor,🇯🇵,japan,ajabana,metaphorical,
tourism,metaphor,🇲🇷,mauritania,amuruda,metaphorical,
pro,metaphor,👍,thumbs-up,uduhu,metaphorical,
stair,metaphor,🪜,ladder,aleda,metaphorical,
hesitate,metaphor,🇽🇰,kosovo,ogozo,metaphorical,
shine,metaphor,🎇,sparkler,azeba,metaphorical,
motivation,metaphor,🚴,biking,ubugu,metaphorical,
romantic,metaphor,🇵🇭,philippines,ubuhu,metaphorical,
interior,metaphor,🇧🇩,bangladesh,abanega,metaphorical,
stomach,metaphor,♒,aquarius,agurazu,metaphorical,
pray,literal,🙏,pray,abora,exact,
championship,metaphor,🇵🇦,panama,abanama,metaphorical,
servant,metaphor,🇸🇳,senegal,ezena,metaphorical,
immigrant,metaphor,💶,euro,eruro,metaphorical,
excess,metaphor,🇱🇹,lithuania,uluda,metaphorical,
complexity,metaphor,🐊,crocodile,ogoru,metaphorical,
liability,metaphor,🇷🇸,serbia,ezura,metaphorical,
extract,metaphor,💉,syringe,ozure,metaphorical,
implementation,metaphor,🤥,lie,ule,metaphorical,
bias,metaphor,🇻🇮,us-virgin-islands,uzuvu,metaphorical,
catalog,metaphor,🇮🇶,iraq,ura,metaphorical,
golden,metaphor,🥇,gold,ogolodo,metaphorical,
stamp,metaphor,📮,postbox,obozo,metaphorical,
guideline,metaphor,🇲🇭,marshall-islands,amaru,metaphorical,
envelope,literal,✉️,envelope,enevo,exact,
knife,literal,🔪,knife,ugenuve,exact,
consume,metaphor,🍴,cutlery,ugedo,metaphorical,
luxury,metaphor,🇹🇿,tanzania,adanu,metaphorical,
bite,metaphor,🫦,lip-bite,ulube,metaphorical,
printer,literal,🖨️,printer,uberunedu,exact,
anxious,literal,😰,anxious,anuzo,exact,
adventure,metaphor,🛹,skateboard,azego,metaphorical,
fence,metaphor,👝,clutch-bag,ugalu,metaphorical,
exhaust,metaphor,💤,sleep,ezele,metaphorical,
attraction,metaphor,🎡,ferris-wheel,evure,metaphorical,
castle,literal,🏰,castle,ageza,exact,
veteran,metaphor,🇱🇰,sri-lanka,uzara,metaphorical,
reflection,metaphor,🤳,selfie,ezule,metaphorical,
nerve,metaphor,🇮🇹,italy,udalo,metaphorical,
determination,metaphor,🇹🇭,thailand,aduha,metaphorical,
fiction,metaphor,🇺🇲,us-outlying-islands,uzodu,metaphorical,
carpet,metaphor,📿,prayer-bead,abore,metaphorical,
cluster,metaphor,🇬🇹,guatemala,ugadema,metaphorical,
confusion,metaphor,🪸,coral,ogaro,metaphorical,
hurry,metaphor,🇱🇻,latvia,aluda,metaphorical,
logic,metaphor,🇺🇾,uruguay,urugura,metaphorical,
raw,metaphor,🇦🇹,austria,azudura,metaphorical,
grammar,metaphor,🇰🇮,kiribati,ugura,metaphorical,
hint,metaphor,🧋,boba,obabo,metaphorical,
hook,literal,🪝,hook,ohogo,exact,
bell,literal,🔔,bell,ebelele,exact,
liquid,metaphor,🇳🇱,netherlands,eneda,metaphorical,
panic,metaphor,😱,scream,eza,metaphorical,
uncle,metaphor,🎞️,film,uvulu,metaphorical,
rice,literal,🍚,rice,uregu,exact,
slope,metaphor,⛷️,skiing,uzugunu,metaphorical,
happiness,metaphor,🚁,helicopter,ehu,metaphorical,
vessel,metaphor,🇺🇿,uzbekistan,uzebuga,metaphorical,
verb,metaphor,🇷🇴,romania,oramu,metaphorical,
reckon,metaphor,🦔,hedgehog,ehe,metaphorical,
silly,metaphor,🇱🇦,laos,aloza,metaphorical,
transportation,metaphor,🙉,hear-no-evil,eha,metaphorical,
comedy,metaphor,🥪,sandwich,azunadu,metaphorical,
chase,metaphor,🇫🇲,micronesia,umogeru,metaphorical,
storage,metaphor,🇸🇯,svalbard-jan-mayen,azava,metaphorical,
horrible,metaphor,🇧🇸,bahamas,abaha,metaphorical,
sheep,metaphor,🐑,ewe,ewewe,metaphorical,
lover,metaphor,💑,couple,ogube,metaphorical,
rat,literal,🐀,rat,arada,exact,
portrait,metaphor,🇺🇦,ukraine,ugarune,metaphorical,
substitute,metaphor,♋,cancer,agenagera,metaphorical,
supplement,metaphor,🦌,deer,edere,metaphorical,
adjustment,metaphor,🇱🇺,luxembourg,ulezo,metaphorical,
filter,metaphor,♏,scorpio,ozugoro,metaphorical,
abstract,metaphor,🎨,palette,abeleda,metaphorical,
tent,literal,⛺,tent,edene,exact,
distant,metaphor,🌌,milky-way,umola,metaphorical,
stranger,metaphor,🪲,beetle,ebede,metaphorical,
shade,metaphor,⁉️,interrobang,unedo,metaphorical,
grain,metaphor,🪥,toothbrush,ododu,metaphorical,
situate,metaphor,🇪🇸,spain,azuba,metaphorical,
summarize,metaphor,🇵🇬,papua-new-guinea,abuba,metaphorical,
leap,metaphor,🦘,kangaroo,agano,metaphorical,
snap,metaphor,🇹🇴,tonga,odano,metaphorical,
probability,metaphor,🐃,water-buffalo,awedu,metaphorical,
uncertainty,metaphor,🥬,greens,egere,metaphorical,
swear,metaphor,🦞,lobster,olebo,metaphorical,
refugee,metaphor,🇳🇨,new-caledonia,enawe,metaphorical,
shore,metaphor,🇹🇳,tunisia,udunu,metaphorical,
comprise,metaphor,🇵🇾,paraguay,abaruga,metaphorical,
stir,metaphor,🦐,shrimp,uzuhuru,metaphorical,
excitement,metaphor,🇲🇲,myanmar-burma,omana,metaphorical,
sigh,literal,😮‍💨,sigh,uzugu,exact,
pregnancy,metaphor,↕️,up-down,ubodu,metaphorical,
slice,metaphor,🍕,pizza,uba,metaphorical,
wander,metaphor,🇨🇴,colombia,ogolu,metaphorical,
empire,metaphor,🪳,cockroach,ogoga,metaphorical,
gentle,metaphor,♂️,male,amela,metaphorical,
attendance,metaphor,🇿🇲,zambia,azuma,metaphorical,
ownership,metaphor,🇸🇦,saudi-arabia,azuduraba,metaphorical,
qualification,metaphor,🇻🇨,st-vincent-grenadines,uzedeva,metaphorical,
suspend,metaphor,⏸️,pause,abuze,metaphorical,
pale,metaphor,🫕,fondue,ovune,metaphorical,
stain,metaphor,🦩,flamingo,avulo,metaphorical,
athlete,metaphor,🇹🇲,turkmenistan,uderuga,metaphorical,
tongue,literal,👅,tongue,odune,exact,
server,metaphor,💻,laptop,alobado,metaphorical,
fool,metaphor,🌴,palm-tree,abele,metaphorical,
alongside,metaphor,🍪,cookie,ogoguge,metaphorical,
unite,metaphor,🇹🇯,tajikistan,aduju,metaphorical,
wipe,metaphor,🐦‍🔥,phoenix,obehu,metaphorical,
weird,metaphor,👽,alien,alune,metaphorical,
fade,metaphor,🇵🇰,pakistan,abuga,metaphorical,
cough,metaphor,🤧,sneeze,ezene,metaphorical,
hypothesis,metaphor,💁,sass,aza,metaphorical,
curtain,metaphor,💈,barber,abera,metaphorical,
mayor,metaphor,🇸🇨,seychelles,ezoge,metaphorical,
darkness,metaphor,👁️‍🗨️,witness,uwe,metaphorical,
aunt,metaphor,👩,woman,owamo,metaphorical,
tournament,metaphor,👠,high-heel,uhege,metaphorical,
registration,metaphor,🇦🇪,uae,uja,metaphorical,
fragment,metaphor,🇻🇦,vatican,avuda,metaphorical,
listener,metaphor,👂,ear,era,metaphorical,
tender,metaphor,🥵,hot,oho,metaphorical,
density,metaphor,🇵🇹,portugal,obura,metaphorical,
ugly,metaphor,🐝,honeybee,oheno,metaphorical,
module,metaphor,🇬🇱,greenland,egerane,metaphorical,
autumn,metaphor,🍁,maple-leaf,amebe,metaphorical,
cheek,metaphor,💏,kiss,uguzu,metaphorical,
attachment,metaphor,📎,paperclip,abebu,metaphorical,
holder,metaphor,🍆,eggplant,egage,metaphorical,
solar,metaphor,🤿,diving-mask,uduva,metaphorical,
grin,literal,😀,grin,ugu,exact,
rose,literal,🌹,rose,orezo,exact,
noun,metaphor,♎,libra,ulabu,metaphorical,
lazy,metaphor,🦥,sloth,ozolo,metaphorical,
hunger,metaphor,🇫🇷,france,averane,metaphorical,
insure,metaphor,🇩🇯,djibouti,udoju,metaphorical,
ashamed,metaphor,🥔,potato,obado,metaphorical,
found,metaphor,🇺🇸,usa,uzazu,metaphorical,
thirst,metaphor,🥤,soda,ozado,metaphorical,
